394	不良の真似事だったわ	雨降りの朝のバス停　切れ目ない列	0
395	近所の喫茶店　ちょっと立ち寄って	たのんでみたよ　飲めるようになったコーヒー	1
396	たまらなく愛しい日にも　ちょっとだけ喧嘩の日にも	君は大切な人	1
397	「胸の奥が　あたたかくて　苦しくて」	「少しずつ、愛の力が彼女を変えてく」	1
398	願い叶うことなんて　ほんの一握り	だったら　ひとつ　つかんだチャンス	1
399	そんな弱くない	痛みなんて	1
400	終わらないアイノコトバ　あなたのそばで見つけてたい	あなたの心へと届く言葉を今日も歌ってます	1
401	見せたいし頑張ったねって頭撫でて欲しい	私にそんな人いないんだった	1
402	夏の太陽	自然にはさからえない	1
403	いい日旅立ち　羊雲をさがしに	この手に握りしめて　ひたむきに歩きたい今は	0
404	愛や弱さ見せることを	恥ずかしいと思わないで	1
405	指先でなぞる地図　行方しらずの恋は	全然恋にならない一人よがり	1
406	多くを期待してきたから	見失うこともあったけど	1
407	鮮明な笑顔と　鮮明な言葉を	切ないときには　開けてみればいい	0
408	覚悟と不安に挟まれて	踏ん張って立ってくれている	1
409	同じ太陽の下で	同じ景色の中で	1
410	私のコト忘れたりしないカナ?	ただ安心したいだけの1コール	1
411	人に言えないで　強がってばっかで	でもホントは寂しがり屋で	1
412	一緒に踊りましょう	どうっスか?	1
413	踏み出す歩幅にルールなんてものは無くて	会えない時間が多スギたら	0
414	いいことがない　うまくいかない	いつだってね君だけは	0
415	がしかと生きのびるオレ	八起き七転び	1
416	1人で泣いた夜越えてわかったの	人はなぜ何度も同じ道を歩むの?	1
417	少しだけ大人になった時	安心できる場所でいたいから	0
418	今すぐに目を　覚まして!!	見えるキズも　心のキズも	1
419	私らしく刻んで来れたのかな	描きためた朝焼けのスケッチ	0
420	君といるとね　ほら　何かがキラキラと　キラキラと	譲れないキズナ　あなたが	0
421	君に向かう気持ちが	とてつもなく臆病で…	1
422	(期待したくない)	勘違いしたくないから	1
423	気がつけばそこに　あたり前のように	「髪を少し切ったよ…」どうでもいいことだね	0
424	私を待ってる人がいる	都合のいい場面へと心鈍らせないで	0
425	誰かが心の手を誰かと繋ぎながら	奇跡を生きてるって　今感じあう	1
426	あなたが	眠れるまで	1
427	何も見えて来やしなかった	時を止めたくて	0
428	そよ風は季節のせいじゃなくてね	君が運んできてくれたよ	1
429	夏のはじまりへ　駆けていく	いちばんに聞いて欲しいと	0
430	最高になっちゃう　この星降る夜も	一緒に眺めていたい	1
431	クリスマスや誕生日のときも	一番の笑顔をあなたに　いつもあげたいよ	1
432	すべてのことに感謝したい	ありがとう　いつもより言いたくなるよ	1
433	自分が怖い	その胸で　ねえ　支えて	1
434	楽しいコト	ばかりじゃないよね	1
435	突然 涙がほら　こんなに溢れてきたよ	ありがとう、ありがとうの想い　体中に満ちて行く	1
436	行かなくちゃ早く行かなくちゃ	今も誰かが誰かをキズ付け	0
437	輝く星が願う夢一つ　2人の行く先予感させてる	お気に入りのクッション分け合い座り	0
438	体中に強く感じる　新しい始まり	いつもとはちがう目覚め　動き出してくステージ	1
439	笑わせてくれるから	一緒にいた分だけ	1
440	キャンプに行ってキャンプファイヤー雨	誕生日にケーキくる　雨	1
441	あなたはどうして　向こうを見てるの?	ありがとう　愛してるとこれ以上の	0
442	こんな時こそ　この愛をあなどっちゃ嫌よ	やさしく包んでくれてた	0
443	思い出じゃく　現在進行形	共に描く人間の愛　進歩て	1
444	人魚のように素敵で　(エモーション)	真珠の　(ヒカリも)　花火の　(派手さも)	1
445	あのバンドと一緒に城ホに立ってる	そんな時でも　ちゃんと分かってくれている人がいる	0
446	ただ…過ち ほっとかないで	君はそれを変えてけるから!	1
447	私だけが知ってる　君の強がりでも受け止めるよ	こんな近くで見つめてたら　気づかないかもね	1
448	真実はたったヒトツだけ	陰る日でさえ　陽の光りで	0
449	あなたが笑うから私も笑う　永遠というこの瞬間に	心の扉　閉ざさずに	0
450	吸い込む空気はいつでも	君の温もりがある　手作りだった	1
451	安いファンデが割れただけでも死にたい	立ち向かおう　この広い世界へ	0
452	季節がたつのを	無理だと思った	0
453	今この瞬間は誰にも奪えやしない	私も安心して　ゆっくり過ごせるから	0
454	白い雪がこんなに冷たかったんだって	でも周りを見渡せば	0
455	みんなといる時だって　好きすぎる	一本二本三本目	0
456	不安とばして	こんな世の中だって	1
457	あなたがまだこんな私にも　笑ってくれるのなら	これから奏でる2人のメロディー　どんなものよりも甘くて苦い	0
458	いつも	心振りまわされても	1
459	どんなに頑張っても…	何もうまくいかなくて	1
460	本当に君に　会えて良かった	あなたが幸せで	0
461	握りしめながら	パノラマの思い出を君といくつ作ろう　青い海や空に溶けて	0
462	「やっぱお前やないとあかんねん」	全然無理みたいだね　大切な人　クラスメイト	0
463	あきらめる方が楽だと思ってた	見えるキズも　心のキズも	0
464	運動会の当日に　雨	心が加速していく　「好き」以上の気持ちだよ	0
465	素直になれる	せめて今日から一人きり旅に出る	0
466	君の幸せを誰より　祈ってたけれど	もう明日さえ見せられない	1
467	外せないで　君の電話　望みつないでた	君が隣にいる夢で目覚めた朝は	1
468	運命とかきっとどこかにあるんだろう	信じても信じなくても　最後は自分で決めるよ	1
469	本当は甘く優しい強がりな人だね　そばにいるよ	こんな近くで見つめてたら　気づかないかもね	1
470	通りすぎた寒い風に　今年もあたたかいあなたの色が	気づけばそっと心灯す　何もかもが愛しく	1
471	両手にあふれる伝えたい言葉　痛みも弱さも強がりも全部	あなたの願いをあきらめないで	1
472	悲しみ、喜び　全てうつす空が見たい	ためらい、迷いも　消し去ってくれるあなたとなら	1
473	いつか夢より　たくさんの空を見て	勘違いしたくないから	0
474	もうこのシートは譲らない	廻り逢い繋がる証	1
475	ケイタイに保存してた	支配される　魅了される　どこまでも虜にさせる	0
476	勝手に決めつけられる肌色	どこにあるの？私の居場所	1
477	助けられてきたから	無謀にさえ見える明日に飛び込んで	0
478	ドキドキ　また　かけめぐる	でも共に立ち上がれば	0
479	それともみんなで　お祭りとか?!	いつだって　待ってるから	1
480	この街に住んでどれくらい？	少し痩せたんじゃない？て言えば	1
481	余裕がなくて	時はたってくあっという間に	0
482	君の想いは私に届く	どれだけほんとの私を　君は見抜いてくれる？　認めてくれる？	0
483	歩んできた世界の分だけ増えた傷が作り出す迷路	どうやって私抜け出せばいい？	1
484	サイレン爆音現実界　或る浮遊	少し握れば割れてしまうような	0
485	知ったの いつだって名前呼んでもらえる	答えはあなただけが　知っている	0
486	とんちんかんちん　とんちんかんちん	きにしない　きにしない	1
487	幸せってきっと誓いあったり	大きな声で　ありあまった力	0
488	二人して意地張り合ってませんか?	「生きる」	0
489	ワタシの名前を呼んでいて欲しい	あの笑顔も嘘じゃない	0
490	両手をあわせ　ただ祈ってた	街路樹の枝先に　夢が降る	0
491	思い出せばいつも偶然どっかで会えてた…	そんなことがすごくうれしくて	1
492	別讓自己身陷困頓的城堡　讓我們拉著手	そんなコト	0
493	僕じゃないってことを伝えたい	あなたが待つ場所	0
494	いい日旅立ち　夕焼けをさがしに	母の背中で聞いた歌を道連れに…	1
495	階段に二人で座る 背中を丸め泣きながら	「神様まだ　生まれ変わる　ことができるなら」	0
496	アマンドあたりで声かけて	肩寄せ歩けば狸穴通り	1
497	明日はきっと今日より強い笑顔、熱い瞳	誰よりもそう強がっていた　あなただけに	1
498	一緒に出かける君のペースで	でもたまにくしゃって見せる笑顔　愛しいから	1
499	次にくる運(チャンス)試したい	スタートを切ろう　これまでの日から	1
